  164.8 184.8 2.5   10
  163.9 190.1 2.5   10
  163.1 197.4 2.5   10
  163.8 204.3 2.5   10
  163.4 213.0 2.5   10
  151.8 183.0 2.5   10
  147.1 191.6 2.5   10
  144.0 297.5 2.5   10
  139.9 205.4 2.5   10
  138.1 174.4 2.5   10
  121.6 182.8 2.5   10
  130.1 179.7 2.5   10
  181.5 186.0 2.5   10
  185.3 174.3 2.5   10
  197.1 182.1 2.5   10
  205.3 184.5 2.5   10
  214.9 190.0 2.5   10
  226.8 192.6 2.5   10
  237.4 197.3 2.5   10
  195.0 161.5 2.5   10
  203.4 161.5 2.5   10
  198.6 161.9 2.5   10
  210.6 162.1 2.5   10
  186.6 149.8 2.5   10
  190.3 147.5 2.5   10
  195.3 145.8 2.5   10
  199.9 148.5 2.5   10
  180.1 130.8 2.5   10
  184.8 118.0 2.5   10
  189.5 109.1 2.5   10
  164.3 112.5 2.5   10
  165.0 103.2 2.5   10
  164.9 126.6 2.5   10
  153.6 145.2 2.5   10
  149.6 139.3 2.5   10
  143.1 129.1 2.5   10
  137.5 123.5 2.5   10
  130.1 115.7 2.5   10
  124.1 109.5 2.5   10
  144.0 150.6 2.5   10
  132.3 145.8 2.5   10
  120.4 140.3 2.5   10
  104.5 132.3 2.5   10
  142.5 160.5 2.5   10
  123.4 162.1 2.5   10
  108.5 155.5 2.5   10
   84.3 154.5 2.5   10
  118.8 190.2 2.5   10
  114.5 184.3 2.5   10
  107.3 199.5 2.5   10
   92.0 206.0 2.5   10
  102.4 201.8 2.5   10
   87.1 201.2 2.5   10
   73.6 208.2 2.5   10
  101.5 193.1 2.5   10
  137.9 213.8 2.5   10
  131.0 204.7 2.5   10
  129.1 235.5 2.5   10
  165.0 230.6 2.5   10
  156.5 235.3 2.5   10
  156.9 246.2 2.5   10
  156.6 259.3 2.5   10
  163.4 254.1 2.5   10
  159.4 222.3 2.5   10
  186.8 125.7 2.5   10
  202.6 142.2 2.5   10
  209.1 138.0 2.5   10
